Sr. No,Image,Object_Class,Confidence
1779,58462.png,person,tensor(0.63861)
1780,96735.png,train,tensor(0.74853)
1781,93081.png,person,tensor(0.50187)
1782,13609.png,person,tensor(0.90414)
1782,13609.png,person,tensor(0.88310)
1782,13609.png,person,tensor(0.87598)
1782,13609.png,person,tensor(0.75194)
1782,13609.png,person,tensor(0.62258)
1782,13609.png,person,tensor(0.61464)
1783,72830.png,dog,tensor(0.70435)
1785,40385.png,person,tensor(0.67310)
1786,05192.png,person,tensor(0.88645)
1786,05192.png,person,tensor(0.68443)
1786,05192.png,person,tensor(0.65010)
1786,05192.png,tie,tensor(0.57258)
1788,54689.png,person,tensor(0.64564)
1789,28461.png,person,tensor(0.81109)
1789,28461.png,person,tensor(0.64963)
1789,28461.png,person,tensor(0.55612)
1790,84091.png,person,tensor(0.92077)
1790,84091.png,person,tensor(0.82288)
1790,84091.png,person,tensor(0.76737)
1790,84091.png,tie,tensor(0.76673)
1791,08954.png,person,tensor(0.52472)
1792,96471.png,tie,tensor(0.81204)
1792,96471.png,person,tensor(0.70310)
1792,96471.png,tie,tensor(0.51885)
1793,34710.png,person,tensor(0.74020)
1793,34710.png,person,tensor(0.64253)
1794,78624.png,person,tensor(0.85440)
1794,78624.png,person,tensor(0.72866)
1797,50679.png,person,tensor(0.56739)
1798,63859.png,person,tensor(0.83639)
1798,63859.png,person,tensor(0.78599)
1798,63859.png,person,tensor(0.71473)
1798,63859.png,person,tensor(0.69908)
1798,63859.png,person,tensor(0.59117)
1799,20873.png,potted plant,tensor(0.85920)
1799,20873.png,person,tensor(0.84478)
1799,20873.png,laptop,tensor(0.83201)
1799,20873.png,person,tensor(0.76089)
1799,20873.png,mouse,tensor(0.62309)
1801,60578.png,person,tensor(0.73964)
1801,60578.png,person,tensor(0.72393)
1801,60578.png,umbrella,tensor(0.71705)
1801,60578.png,person,tensor(0.60747)
1801,60578.png,cell phone,tensor(0.54097)
1802,32051.png,person,tensor(0.61787)
1803,29508.png,person,tensor(0.77020)
1803,29508.png,cake,tensor(0.71721)
1804,85960.png,tie,tensor(0.88552)
1804,85960.png,person,tensor(0.63605)
1805,26107.png,person,tensor(0.50863)
1807,92573.png,person,tensor(0.81771)
1807,92573.png,person,tensor(0.75360)
1807,92573.png,tie,tensor(0.65705)
1808,67281.png,person,tensor(0.79474)
1808,67281.png,teddy bear,tensor(0.65953)
1808,67281.png,person,tensor(0.50556)
1811,13859.png,person,tensor(0.55832)
1813,48062.png,person,tensor(0.72241)
1815,93642.png,person,tensor(0.76352)
1816,45219.png,person,tensor(0.66167)
1818,38147.png,person,tensor(0.88641)
1823,91428.png,person,tensor(0.55805)
1824,43721.png,tie,tensor(0.84694)
1824,43721.png,person,tensor(0.66160)
1825,31769.png,person,tensor(0.79340)
1825,31769.png,person,tensor(0.64242)
1825,31769.png,person,tensor(0.61814)
1825,31769.png,person,tensor(0.58310)
1825,31769.png,person,tensor(0.56912)
1826,82453.png,person,tensor(0.84678)
1826,82453.png,person,tensor(0.80567)
1827,53914.png,person,tensor(0.84322)
1827,53914.png,person,tensor(0.78721)
1827,53914.png,person,tensor(0.66897)
1827,53914.png,person,tensor(0.60471)
1828,10725.png,person,tensor(0.73533)
1830,71368.png,person,tensor(0.83952)
1830,71368.png,sheep,tensor(0.74860)
1830,71368.png,sheep,tensor(0.74819)
1830,71368.png,sheep,tensor(0.74613)
1830,71368.png,sheep,tensor(0.66418)
1830,71368.png,sheep,tensor(0.64368)
1830,71368.png,person,tensor(0.59160)
1830,71368.png,person,tensor(0.58213)
1830,71368.png,sheep,tensor(0.53555)
1831,34762.png,person,tensor(0.88056)
1831,34762.png,person,tensor(0.68548)
1832,56712.png,person,tensor(0.61917)
1834,38629.png,dog,tensor(0.92487)
1834,38629.png,person,tensor(0.66848)
1835,07192.png,person,tensor(0.64393)
1835,07192.png,person,tensor(0.51039)
1836,34076.png,clock,tensor(0.83024)
1836,34076.png,person,tensor(0.67802)
1836,34076.png,frisbee,tensor(0.65814)
1838,76035.png,person,tensor(0.64033)
1841,98564.png,bird,tensor(0.67930)
1843,18632.png,person,tensor(0.76852)
1846,61730.png,person,tensor(0.74083)
1847,19306.png,person,tensor(0.82789)
1847,19306.png,person,tensor(0.66904)
1849,51209.png,person,tensor(0.79022)
1849,51209.png,person,tensor(0.68509)
1849,51209.png,person,tensor(0.61895)
1849,51209.png,person,tensor(0.56655)
1849,51209.png,person,tensor(0.51578)
1849,51209.png,person,tensor(0.51388)
1850,27659.png,person,tensor(0.69733)
1850,27659.png,person,tensor(0.57484)
1851,24501.png,person,tensor(0.51645)
1852,18234.png,person,tensor(0.72433)
1854,19836.png,person,tensor(0.70301)
1855,10256.png,person,tensor(0.82161)
1855,10256.png,person,tensor(0.67562)
1855,10256.png,bottle,tensor(0.66163)
1855,10256.png,person,tensor(0.61988)
1855,10256.png,person,tensor(0.57675)
1856,87049.png,person,tensor(0.82516)
1856,87049.png,person,tensor(0.64163)
1856,87049.png,cup,tensor(0.62517)
1856,87049.png,chair,tensor(0.50685)
1857,41637.png,person,tensor(0.70194)
1857,41637.png,person,tensor(0.69629)
1860,75960.png,person,tensor(0.51985)
1861,87290.png,cat,tensor(0.87393)
1861,87290.png,person,tensor(0.60453)
1861,87290.png,person,tensor(0.60278)
1863,60384.png,person,tensor(0.88769)
1863,60384.png,person,tensor(0.84780)
1864,72638.png,person,tensor(0.55346)
1866,23075.png,person,tensor(0.83637)
1866,23075.png,person,tensor(0.78325)
1866,23075.png,person,tensor(0.60365)
1866,23075.png,person,tensor(0.59569)
1866,23075.png,person,tensor(0.51148)
1866,23075.png,book,tensor(0.50459)
1869,25719.png,person,tensor(0.80525)
1869,25719.png,car,tensor(0.51373)
1870,14083.png,person,tensor(0.88393)
1870,14083.png,person,tensor(0.84213)
1870,14083.png,person,tensor(0.69486)
1870,14083.png,person,tensor(0.64264)
1870,14083.png,person,tensor(0.61342)
1872,25497.png,person,tensor(0.91771)
1872,25497.png,person,tensor(0.86319)
1872,25497.png,person,tensor(0.83974)
1872,25497.png,person,tensor(0.82497)
1872,25497.png,person,tensor(0.79272)
1872,25497.png,person,tensor(0.72035)
1872,25497.png,person,tensor(0.58025)
1873,25604.png,person,tensor(0.87056)
1873,25604.png,person,tensor(0.83515)
1874,40319.png,person,tensor(0.88104)
1875,32765.png,person,tensor(0.88591)
1876,06315.png,person,tensor(0.58737)
1876,06315.png,person,tensor(0.53669)
1876,06315.png,person,tensor(0.52892)
1877,03267.png,person,tensor(0.65617)
1878,69041.png,person,tensor(0.91381)
1878,69041.png,person,tensor(0.83630)
1878,69041.png,person,tensor(0.82189)
1878,69041.png,person,tensor(0.73776)
1878,69041.png,person,tensor(0.73658)
1878,69041.png,person,tensor(0.60258)
1878,69041.png,person,tensor(0.54061)
1883,49728.png,person,tensor(0.81538)
1887,69820.png,person,tensor(0.54680)
1889,98756.png,person,tensor(0.60278)
1890,69780.png,person,tensor(0.78385)
1890,69780.png,person,tensor(0.56726)
1892,42871.png,person,tensor(0.92022)
1892,42871.png,person,tensor(0.91093)
1892,42871.png,person,tensor(0.83320)
1892,42871.png,car,tensor(0.82695)
1893,19302.png,person,tensor(0.74851)
1895,75203.png,person,tensor(0.70455)
1896,42631.png,person,tensor(0.67871)
1896,42631.png,person,tensor(0.51328)
1896,42631.png,person,tensor(0.50127)
1898,27654.png,person,tensor(0.79008)
1898,27654.png,person,tensor(0.75181)
1898,27654.png,person,tensor(0.65214)
1898,27654.png,cup,tensor(0.54495)
1901,56480.png,person,tensor(0.70732)
1902,32485.png,chair,tensor(0.73045)
1902,32485.png,potted plant,tensor(0.54911)
1904,49608.png,person,tensor(0.87588)
1904,49608.png,person,tensor(0.79361)
1904,49608.png,bicycle,tensor(0.53986)
1905,82693.png,tie,tensor(0.82730)
1905,82693.png,person,tensor(0.82264)
1905,82693.png,tie,tensor(0.79273)
1905,82693.png,person,tensor(0.73861)
1907,64735.png,person,tensor(0.60718)
1908,30289.png,person,tensor(0.82459)
1908,30289.png,person,tensor(0.52986)
1910,64982.png,person,tensor(0.80893)
1912,45132.png,person,tensor(0.58978)
1914,73689.png,bird,tensor(0.58240)
1915,41032.png,person,tensor(0.84932)
1915,41032.png,person,tensor(0.80690)
1915,41032.png,person,tensor(0.54634)
1917,71432.png,person,tensor(0.90323)
1920,63281.png,person,tensor(0.89450)
1920,63281.png,person,tensor(0.82427)
1920,63281.png,person,tensor(0.77846)
1920,63281.png,person,tensor(0.68878)
1920,63281.png,tie,tensor(0.62823)
1920,63281.png,tie,tensor(0.57532)
1921,43017.png,person,tensor(0.75976)
1922,84273.png,tie,tensor(0.53042)
1923,69521.png,person,tensor(0.56749)
1924,10263.png,tie,tensor(0.63227)
1924,10263.png,person,tensor(0.58172)
1925,87925.png,person,tensor(0.74896)
1926,82451.png,person,tensor(0.65355)
1926,82451.png,person,tensor(0.61356)
1926,82451.png,person,tensor(0.61167)
1926,82451.png,person,tensor(0.57712)
1927,90653.png,person,tensor(0.63179)
1928,75823.png,person,tensor(0.65766)
1928,75823.png,person,tensor(0.60659)
1929,42803.png,person,tensor(0.81446)
1929,42803.png,person,tensor(0.55407)
1930,14389.png,person,tensor(0.81728)
1930,14389.png,person,tensor(0.58592)
1931,39041.png,tie,tensor(0.67844)
1931,39041.png,person,tensor(0.64018)
1931,39041.png,person,tensor(0.60403)
1934,71048.png,person,tensor(0.77937)
1935,95264.png,person,tensor(0.54667)
1938,92365.png,person,tensor(0.81927)
1939,10689.png,person,tensor(0.72433)
1940,26179.png,horse,tensor(0.70016)
1941,16543.png,person,tensor(0.87492)
1941,16543.png,person,tensor(0.82167)
1941,16543.png,person,tensor(0.78571)
1941,16543.png,person,tensor(0.75487)
1941,16543.png,person,tensor(0.70512)
1941,16543.png,sheep,tensor(0.69090)
1941,16543.png,person,tensor(0.59680)
1941,16543.png,sheep,tensor(0.58145)
1942,21504.png,person,tensor(0.92464)
1946,79368.png,person,tensor(0.69423)
1947,56243.png,person,tensor(0.86628)
1947,56243.png,person,tensor(0.79324)
1947,56243.png,person,tensor(0.72104)
1947,56243.png,person,tensor(0.68085)
1947,56243.png,person,tensor(0.65617)
1947,56243.png,person,tensor(0.64168)
1947,56243.png,person,tensor(0.55917)
1949,52361.png,person,tensor(0.60579)
1951,60483.png,sheep,tensor(0.53789)
1951,60483.png,cow,tensor(0.51722)
1952,74019.png,person,tensor(0.70480)
1953,91024.png,car,tensor(0.74512)
1953,91024.png,person,tensor(0.66872)
1953,91024.png,person,tensor(0.66799)
1953,91024.png,person,tensor(0.65275)
1953,91024.png,car,tensor(0.57669)
1953,91024.png,car,tensor(0.55711)
1953,91024.png,person,tensor(0.55468)
1953,91024.png,traffic light,tensor(0.54231)
1957,78036.png,person,tensor(0.50173)
1958,98137.png,person,tensor(0.89096)
1958,98137.png,laptop,tensor(0.83498)
1958,98137.png,person,tensor(0.81911)
1958,98137.png,person,tensor(0.78727)
1958,98137.png,person,tensor(0.78502)
1958,98137.png,cup,tensor(0.75834)
1958,98137.png,person,tensor(0.68226)
1958,98137.png,cup,tensor(0.63580)
1958,98137.png,cup,tensor(0.53208)
1959,30145.png,person,tensor(0.57033)
1960,59380.png,person,tensor(0.53057)
1964,48630.png,dog,tensor(0.69907)
1966,97063.png,tie,tensor(0.59193)
1967,36749.png,person,tensor(0.77383)
1970,18504.png,person,tensor(0.70413)
1970,18504.png,person,tensor(0.50217)
1972,89745.png,person,tensor(0.83284)
1972,89745.png,person,tensor(0.66613)
1973,01926.png,person,tensor(0.79682)
1973,01926.png,person,tensor(0.73790)
1973,01926.png,person,tensor(0.71693)
1973,01926.png,person,tensor(0.71108)
1973,01926.png,person,tensor(0.67222)
1973,01926.png,person,tensor(0.61961)
1973,01926.png,person,tensor(0.50502)
1974,87315.png,person,tensor(0.60202)
1975,56328.png,mouse,tensor(0.50930)
1977,86041.png,person,tensor(0.50942)
1979,37185.png,person,tensor(0.67577)
1980,04861.png,fork,tensor(0.72732)
1980,04861.png,bird,tensor(0.69972)
1982,10269.png,dog,tensor(0.58892)
1984,26708.png,person,tensor(0.85505)
1984,26708.png,person,tensor(0.57532)
1986,24316.png,person,tensor(0.58287)
1987,02619.png,person,tensor(0.80693)
1987,02619.png,tie,tensor(0.72874)
1987,02619.png,person,tensor(0.60212)
1987,02619.png,person,tensor(0.52071)
1987,02619.png,person,tensor(0.50862)
1989,18739.png,person,tensor(0.86983)
1989,18739.png,person,tensor(0.85697)
1989,18739.png,person,tensor(0.77560)
1989,18739.png,person,tensor(0.66101)
1989,18739.png,tie,tensor(0.59140)
1989,18739.png,tie,tensor(0.55726)
1992,06593.png,person,tensor(0.80410)
1996,24986.png,person,tensor(0.86817)
1996,24986.png,horse,tensor(0.76984)
1997,59601.png,person,tensor(0.89464)
1997,59601.png,person,tensor(0.80954)
1997,59601.png,person,tensor(0.67577)
1997,59601.png,person,tensor(0.63083)
1997,59601.png,person,tensor(0.61337)
1997,59601.png,person,tensor(0.56497)
2000,31805.png,person,tensor(0.55348)
2001,67538.png,person,tensor(0.73114)
2002,72634.png,person,tensor(0.75898)
2003,21548.png,person,tensor(0.86348)
2003,21548.png,person,tensor(0.79733)
2003,21548.png,person,tensor(0.73415)
2003,21548.png,person,tensor(0.70441)
2003,21548.png,person,tensor(0.65617)
2003,21548.png,person,tensor(0.65572)
2003,21548.png,person,tensor(0.55772)
2004,13042.png,person,tensor(0.72919)
2004,13042.png,person,tensor(0.71675)
2004,13042.png,person,tensor(0.66701)
2006,29316.png,person,tensor(0.89186)
2006,29316.png,person,tensor(0.69632)
2008,58904.png,person,tensor(0.85316)
2008,58904.png,person,tensor(0.59072)
2009,16824.png,person,tensor(0.74282)
2010,45930.png,person,tensor(0.72060)
2010,45930.png,person,tensor(0.56620)
2012,54210.png,person,tensor(0.87233)
2017,95672.png,person,tensor(0.62253)
2018,24650.png,person,tensor(0.70049)
2018,24650.png,person,tensor(0.57617)
2018,24650.png,laptop,tensor(0.51717)
2019,23968.png,person,tensor(0.68706)
2020,32915.png,dog,tensor(0.84555)
2021,60574.png,person,tensor(0.79518)
2021,60574.png,person,tensor(0.52043)
2022,75104.png,person,tensor(0.82009)
2023,63078.png,person,tensor(0.64485)
2024,76549.png,cow,tensor(0.75033)
2025,14097.png,person,tensor(0.79084)
2025,14097.png,person,tensor(0.61507)
2026,19234.png,person,tensor(0.59043)
2032,61570.png,person,tensor(0.58508)
2033,05471.png,person,tensor(0.79644)
2033,05471.png,person,tensor(0.70412)
2038,34780.png,person,tensor(0.74593)
2040,41562.png,person,tensor(0.85937)
2042,52874.png,person,tensor(0.90643)
2043,83175.png,person,tensor(0.58375)
2044,48756.png,person,tensor(0.65887)
2044,48756.png,person,tensor(0.51983)
2046,98412.png,person,tensor(0.80380)
2046,98412.png,person,tensor(0.71966)
2046,98412.png,person,tensor(0.54774)
2047,03485.png,person,tensor(0.84630)
2047,03485.png,person,tensor(0.76931)
2047,03485.png,person,tensor(0.68669)
2047,03485.png,person,tensor(0.63804)
2047,03485.png,person,tensor(0.60554)
2048,34506.png,person,tensor(0.51474)
2049,10348.png,person,tensor(0.61685)
2049,10348.png,person,tensor(0.60220)
2051,79124.png,person,tensor(0.55141)
2053,01893.png,person,tensor(0.65329)
2053,01893.png,surfboard,tensor(0.60072)
2053,01893.png,dog,tensor(0.52054)
2056,70864.png,person,tensor(0.90428)
2056,70864.png,person,tensor(0.90264)
2057,38061.png,tie,tensor(0.52289)
2058,89160.png,tie,tensor(0.73456)
2058,89160.png,person,tensor(0.67415)
2060,80534.png,person,tensor(0.72240)
2060,80534.png,tie,tensor(0.61892)
2061,80654.png,person,tensor(0.59612)
2061,80654.png,person,tensor(0.52956)
2063,34518.png,person,tensor(0.80431)
2063,34518.png,sheep,tensor(0.76077)
2063,34518.png,sheep,tensor(0.74818)
2063,34518.png,sheep,tensor(0.56274)
2063,34518.png,sheep,tensor(0.54739)
2063,34518.png,person,tensor(0.52297)
2064,90657.png,person,tensor(0.59252)
2066,65078.png,person,tensor(0.73610)
2068,76491.png,person,tensor(0.53898)
2069,84657.png,person,tensor(0.62234)
2070,29735.png,cell phone,tensor(0.75549)
2070,29735.png,person,tensor(0.64549)
2071,15208.png,person,tensor(0.66894)
2073,80276.png,person,tensor(0.84859)
2073,80276.png,person,tensor(0.64507)
2076,37264.png,person,tensor(0.69325)
2076,37264.png,person,tensor(0.51402)
2077,85129.png,person,tensor(0.72888)
2077,85129.png,person,tensor(0.60205)
2078,81792.png,person,tensor(0.85189)
2080,02934.png,cell phone,tensor(0.65551)
2081,19824.png,surfboard,tensor(0.60537)
2082,93462.png,person,tensor(0.55749)
2083,08726.png,person,tensor(0.67195)
2085,32586.png,person,tensor(0.59706)
2085,32586.png,person,tensor(0.51541)
2086,20851.png,cake,tensor(0.55774)
2087,26750.png,person,tensor(0.77744)
2087,26750.png,bicycle,tensor(0.77261)
2087,26750.png,car,tensor(0.53316)
2088,17082.png,person,tensor(0.72579)
2091,93125.png,bottle,tensor(0.70619)
2091,93125.png,bottle,tensor(0.66641)
2091,93125.png,bottle,tensor(0.56762)
2091,93125.png,person,tensor(0.54253)
2092,31925.png,person,tensor(0.71523)
2093,14856.png,person,tensor(0.73866)
2094,52739.png,person,tensor(0.72038)
2094,52739.png,person,tensor(0.63351)
2095,57193.png,person,tensor(0.57686)
2096,12570.png,person,tensor(0.59433)
2097,56418.png,tie,tensor(0.70328)
2097,56418.png,tie,tensor(0.64013)
2097,56418.png,person,tensor(0.62486)
2097,56418.png,person,tensor(0.62186)
2097,56418.png,person,tensor(0.61022)
2097,56418.png,person,tensor(0.55291)
2098,48320.png,person,tensor(0.72634)
2098,48320.png,person,tensor(0.58283)
2101,06579.png,bowl,tensor(0.71076)
2101,06579.png,person,tensor(0.58764)
2101,06579.png,person,tensor(0.55994)
2101,06579.png,bowl,tensor(0.51109)
2102,85092.png,person,tensor(0.52246)
2104,97512.png,person,tensor(0.75070)
2105,34652.png,person,tensor(0.53371)
2106,48370.png,person,tensor(0.60657)
2106,48370.png,cow,tensor(0.60142)
2106,48370.png,cow,tensor(0.58423)
2106,48370.png,cow,tensor(0.54530)
2111,79823.png,person,tensor(0.61423)
2113,54820.png,person,tensor(0.51512)
2114,60314.png,person,tensor(0.76958)
2116,82675.png,person,tensor(0.89204)
2117,01492.png,person,tensor(0.68200)
2118,61938.png,person,tensor(0.88910)
2118,61938.png,person,tensor(0.86859)
2118,61938.png,person,tensor(0.83566)
2118,61938.png,person,tensor(0.51199)
2118,61938.png,person,tensor(0.50640)
2119,86725.png,person,tensor(0.75124)
2119,86725.png,person,tensor(0.69335)
2119,86725.png,person,tensor(0.66818)
2119,86725.png,person,tensor(0.57769)
2120,48703.png,person,tensor(0.80938)
2120,48703.png,person,tensor(0.60832)
2124,45069.png,person,tensor(0.66296)
2125,59738.png,tie,tensor(0.58492)
2127,57209.png,person,tensor(0.54963)
2130,20815.png,tie,tensor(0.64810)
2130,20815.png,person,tensor(0.62102)
2130,20815.png,person,tensor(0.59794)
2130,20815.png,person,tensor(0.54514)
2131,80425.png,person,tensor(0.79864)
2131,80425.png,person,tensor(0.75807)
2131,80425.png,person,tensor(0.68350)
2131,80425.png,chair,tensor(0.68339)
2131,80425.png,cup,tensor(0.68114)
2131,80425.png,person,tensor(0.67044)
2133,80179.png,spoon,tensor(0.61961)
2134,24309.png,tie,tensor(0.71890)
2134,24309.png,person,tensor(0.71239)
2138,52130.png,person,tensor(0.56807)
2139,82603.png,person,tensor(0.75775)
2140,98274.png,donut,tensor(0.72481)
2140,98274.png,carrot,tensor(0.51223)
2141,19408.png,person,tensor(0.69252)
2141,19408.png,person,tensor(0.50610)
2143,54709.png,person,tensor(0.56655)
2144,31907.png,tie,tensor(0.82813)
2144,31907.png,person,tensor(0.80332)
2146,54082.png,person,tensor(0.59388)
2146,54082.png,person,tensor(0.55875)
2148,78062.png,person,tensor(0.60265)
2150,21867.png,person,tensor(0.65046)
2151,82503.png,person,tensor(0.82767)
2151,82503.png,person,tensor(0.76693)
2152,97108.png,person,tensor(0.63511)
2153,29173.png,car,tensor(0.82506)
2154,78902.png,truck,tensor(0.73216)
2155,07213.png,person,tensor(0.59388)
2156,79825.png,cell phone,tensor(0.79570)
2156,79825.png,person,tensor(0.73776)
2156,79825.png,cell phone,tensor(0.61266)
2156,79825.png,book,tensor(0.53963)
2156,79825.png,person,tensor(0.50919)
2157,16704.png,person,tensor(0.79111)
2158,85026.png,person,tensor(0.81812)
2159,01854.png,person,tensor(0.87209)
2159,01854.png,person,tensor(0.84356)
2159,01854.png,horse,tensor(0.82348)
2159,01854.png,person,tensor(0.74608)
2160,98613.png,person,tensor(0.67583)
2161,50368.png,person,tensor(0.88150)
2161,50368.png,person,tensor(0.71889)
2161,50368.png,person,tensor(0.71587)
2161,50368.png,person,tensor(0.69176)
2161,50368.png,person,tensor(0.57458)
2161,50368.png,person,tensor(0.55043)
2161,50368.png,person,tensor(0.51715)
2162,01348.png,person,tensor(0.83738)
2162,01348.png,sheep,tensor(0.73546)
2162,01348.png,sheep,tensor(0.72067)
2162,01348.png,sheep,tensor(0.72008)
2162,01348.png,sheep,tensor(0.68465)
2162,01348.png,sheep,tensor(0.62269)
2162,01348.png,person,tensor(0.57471)
2162,01348.png,person,tensor(0.56942)
2162,01348.png,sheep,tensor(0.51845)
2163,02514.png,microwave,tensor(0.65858)
2165,54629.png,person,tensor(0.72682)
2165,54629.png,person,tensor(0.71937)
2165,54629.png,person,tensor(0.60202)
2167,26945.png,pizza,tensor(0.51793)
2168,65147.png,person,tensor(0.77480)
2170,42836.png,cat,tensor(0.64934)
2171,79681.png,person,tensor(0.57933)
2172,97542.png,person,tensor(0.83704)
2172,97542.png,sheep,tensor(0.73341)
2172,97542.png,sheep,tensor(0.71411)
2172,97542.png,sheep,tensor(0.71100)
2172,97542.png,sheep,tensor(0.68597)
2172,97542.png,sheep,tensor(0.61861)
2172,97542.png,person,tensor(0.57277)
2172,97542.png,person,tensor(0.56588)
2172,97542.png,sheep,tensor(0.50336)
2173,40761.png,person,tensor(0.53148)
2175,50286.png,tie,tensor(0.91734)
2175,50286.png,person,tensor(0.78241)
2176,80279.png,person,tensor(0.75895)
2176,80279.png,person,tensor(0.75294)
2176,80279.png,person,tensor(0.70956)
2176,80279.png,person,tensor(0.65117)
2176,80279.png,person,tensor(0.56062)
2177,82165.png,cup,tensor(0.74964)
2177,82165.png,laptop,tensor(0.59291)
2177,82165.png,person,tensor(0.57239)
2178,74218.png,person,tensor(0.52852)
2179,47210.png,person,tensor(0.69528)
2180,86193.png,person,tensor(0.55689)
2181,01498.png,person,tensor(0.73548)
2183,87416.png,person,tensor(0.67809)
2183,87416.png,person,tensor(0.54917)
2183,87416.png,person,tensor(0.52061)
2185,75420.png,person,tensor(0.67123)
2185,75420.png,person,tensor(0.60149)
2186,01295.png,person,tensor(0.64029)
2187,27956.png,person,tensor(0.68354)
2188,09648.png,person,tensor(0.76710)
2189,87053.png,person,tensor(0.68858)
2189,87053.png,sheep,tensor(0.61434)
2189,87053.png,person,tensor(0.51296)
2192,86543.png,person,tensor(0.68911)
2194,62504.png,person,tensor(0.85825)
2194,62504.png,person,tensor(0.81934)
2194,62504.png,person,tensor(0.68963)
2194,62504.png,person,tensor(0.68703)
2194,62504.png,person,tensor(0.64525)
2194,62504.png,person,tensor(0.61806)
2194,62504.png,person,tensor(0.53689)
2195,47829.png,person,tensor(0.89718)
2196,40327.png,person,tensor(0.61000)
2198,56827.png,person,tensor(0.78932)
2198,56827.png,person,tensor(0.69412)
2198,56827.png,person,tensor(0.65879)
2198,56827.png,person,tensor(0.57918)
2201,37592.png,cat,tensor(0.76737)
2202,48965.png,person,tensor(0.57786)
2203,47289.png,person,tensor(0.62297)
2205,70562.png,person,tensor(0.63473)
2207,06842.png,tie,tensor(0.81253)
2207,06842.png,person,tensor(0.79129)
2207,06842.png,tie,tensor(0.67635)
2207,06842.png,person,tensor(0.67309)
2207,06842.png,tie,tensor(0.60949)
2207,06842.png,person,tensor(0.58820)
2209,15308.png,person,tensor(0.55270)
2211,21648.png,person,tensor(0.89968)
2211,21648.png,person,tensor(0.88208)
2211,21648.png,person,tensor(0.87479)
2211,21648.png,person,tensor(0.76559)
2211,21648.png,person,tensor(0.67456)
2211,21648.png,potted plant,tensor(0.63900)
2211,21648.png,tie,tensor(0.53097)
2212,63905.png,person,tensor(0.87359)
2212,63905.png,person,tensor(0.72507)
2212,63905.png,tie,tensor(0.62209)
2214,94106.png,person,tensor(0.83586)
2214,94106.png,tie,tensor(0.77337)
2214,94106.png,person,tensor(0.67378)
2215,61037.png,person,tensor(0.79070)
2215,61037.png,person,tensor(0.57502)
2216,24163.png,person,tensor(0.61945)
2216,24163.png,clock,tensor(0.50207)
2217,48031.png,person,tensor(0.76565)
2217,48031.png,person,tensor(0.68691)
2219,01547.png,bowl,tensor(0.86526)
2219,01547.png,cup,tensor(0.85550)
2219,01547.png,bottle,tensor(0.83081)
2219,01547.png,cup,tensor(0.81914)
2219,01547.png,bottle,tensor(0.77825)
2219,01547.png,cup,tensor(0.76654)
2219,01547.png,bowl,tensor(0.73522)
2219,01547.png,person,tensor(0.70944)
2219,01547.png,cup,tensor(0.70693)
2219,01547.png,bowl,tensor(0.70180)
2219,01547.png,person,tensor(0.58506)
2219,01547.png,person,tensor(0.58414)
2219,01547.png,person,tensor(0.55625)
2219,01547.png,bottle,tensor(0.54973)
2219,01547.png,cup,tensor(0.54815)
2219,01547.png,bowl,tensor(0.51707)
2219,01547.png,bowl,tensor(0.50522)
2220,92810.png,person,tensor(0.80818)
2221,76803.png,person,tensor(0.84680)
2221,76803.png,person,tensor(0.72777)
2223,56470.png,dog,tensor(0.66480)
2224,27351.png,cup,tensor(0.50015)
2225,37260.png,dog,tensor(0.66681)
2227,37284.png,person,tensor(0.67815)
2229,51746.png,person,tensor(0.93304)
2229,51746.png,dog,tensor(0.79792)
2230,20835.png,person,tensor(0.51754)
2232,30982.png,person,tensor(0.72494)
2232,30982.png,person,tensor(0.61390)
2233,26903.png,person,tensor(0.73207)
2236,80152.png,person,tensor(0.58209)
2238,65342.png,airplane,tensor(0.67027)
2239,17453.png,person,tensor(0.76057)
2239,17453.png,person,tensor(0.70847)
2239,17453.png,person,tensor(0.59212)
2239,17453.png,person,tensor(0.56112)
2239,17453.png,skis,tensor(0.51120)
2240,26930.png,person,tensor(0.85323)
2240,26930.png,person,tensor(0.83329)
2240,26930.png,person,tensor(0.73554)
2240,26930.png,person,tensor(0.66673)
2240,26930.png,person,tensor(0.50561)
2242,49613.png,person,tensor(0.93038)
2242,49613.png,person,tensor(0.77597)
2242,49613.png,tie,tensor(0.76845)
2242,49613.png,person,tensor(0.69552)
2248,56980.png,dog,tensor(0.53157)
2249,72951.png,person,tensor(0.61085)
2249,72951.png,person,tensor(0.57322)
2252,39280.png,person,tensor(0.88921)
2252,39280.png,tie,tensor(0.54445)
2252,39280.png,person,tensor(0.52748)
2253,82657.png,person,tensor(0.52193)
2256,17908.png,person,tensor(0.85359)
2256,17908.png,sink,tensor(0.61689)
2256,17908.png,sandwich,tensor(0.59965)
2258,18702.png,microwave,tensor(0.62166)
2258,18702.png,potted plant,tensor(0.51180)
2261,13085.png,person,tensor(0.50811)
2264,64708.png,person,tensor(0.79906)
2266,68079.png,bird,tensor(0.58605)
2267,40679.png,sheep,tensor(0.63661)
2268,17935.png,dog,tensor(0.77466)
2268,17935.png,horse,tensor(0.57402)
2269,79465.png,cup,tensor(0.76283)
2269,79465.png,cup,tensor(0.71614)
2269,79465.png,person,tensor(0.70092)
2269,79465.png,bowl,tensor(0.60337)
2269,79465.png,bowl,tensor(0.58576)
2270,15493.png,person,tensor(0.55460)
